,DEMAGE,DEMSEX,DEMREL,DEMINC,COV_SHIELD,COV_TRUST_1,COV_TRUST_2,COV_TRUST_3,COV_TRUST_4,COV_TRUST_5,COV_TRUST_6,COV_TRUST_7,COV_TRUST_8,COV_TRUST_9,COV_TRUST_10,COV_TRUST_11,COV_TRUST_12,COV_TRUST_13,DEMREG,DEMEDU,DEMWRK,VAC_DEC,COV_VAC_SELF,COV_KNOWL_1,COV_KNOWL_2,COV_KNOWL_3,COV_KNOWL_4,COV_KNOWL_5,COV_KNOWL_6,COV_KNOWL_7,DREAD,ANX_1,ANX_2,ANX_3,ANX_4,ANX_5,ANX_6,target_1,target_2
6437,64,Female,Other,"Under £15,000",Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,West Midlands,No academic qualifications,Retired,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1
6438,30,Male,Other,"£65,000 to £99,999",Yes,0,Satellite / international television channels,0,0,"Social media (Facebook, Twitter, etc)",National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),0,0,Family and friends,"Work, school, or college",0,Scotland,Undergraduate or postgraduate degree,Working full-time,1,2,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,,1
6439,44,Male,Atheist or agnostic,"£25,000 to £34,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,0,0,0,Other (please specify),Scotland,Undergraduate or postgraduate degree,Working full-time,0,1,4.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1
6440,63,Female,Christian,"£15,000 to £24,999",No,0,0,Radio,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,0,0,North West,2+ A levels or equivalents,Retired,0,1,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1
6441,23,Female,Christian,"£25,000 to £34,999",No,0,Satellite / international television channels,0,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,East of England,Undergraduate or postgraduate degree,Working full-time,1,2,2.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,,1
6442,62,Male,Christian,"£25,000 to £34,999",Yes,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,Government websites,0,0,0,0,South West,2+ A levels or equivalents,Working part-time,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1
6443,30,Male,Atheist or agnostic,"£65,000 to £99,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),0,The internet or search engines,0,0,0,South West,2+ A levels or equivalents,Working full-time,0,3,4.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,,0
6446,35,Female,Christian,"£15,000 to £24,999",Yes,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),0,0,0,0,0,East of England,2+ A levels or equivalents,Unable to work,1,2,4.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,,1
6447,59,Female,Christian,"Under £15,000",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,0,0,0,0,0,Greater London,2+ A levels or equivalents,Looking after the home,0,1,4.0,3.0,4.0,4.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1
6448,50,Male,Other,"Under £15,000",Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,Northern Ireland,No academic qualifications,Unable to work,1,2,4.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,,1
6450,31,Female,Atheist or agnostic,"£65,000 to £99,999",No,0,0,0,Newspapers,0,0,0,0,0,0,0,0,0,Greater London,Undergraduate or postgraduate degree,Working full-time,0,2,3.0,3.0,3.0,4.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,,1
6451,59,Female,Other,"£55,000 to £64,999",No,National television,Satellite / international television channels,Radio,0,0,0,0,0,0,The internet or search engines,Family and friends,"Work, school, or college",0,Yorkshire and The Humber,"5+ GCSE, O-levels, 1 A level, or equivalents",Working full-time,1,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1
6453,48,Male,Christian,"£45,000 to £54,999",No,0,0,0,0,0,0,0,0,0,0,0,0,0,South East,Apprenticeship,Working full-time,1,4,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0
6457,23,Male,Atheist or agnostic,"£25,000 to £34,999",No,National television,Satellite / international television channels,Radio,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),0,0,0,0,0,North West,Undergraduate or postgraduate degree,Working part-time,0,2,4.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,,1
6460,53,Male,Christian,"£35,000 to £44,999",No,National television,0,Radio,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),0,0,Family and friends,0,0,Yorkshire and The Humber,Undergraduate or postgraduate degree,Working full-time,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1
6461,62,Male,Christian,"£35,000 to £44,999",Yes,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,North West,2+ A levels or equivalents,Working full-time,1,2,4.0,4.0,3.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,1
6462,59,Female,Christian,"£15,000 to £24,999",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),0,0,0,0,0,South East,Undergraduate or postgraduate degree,Working full-time,0,1,4.0,2.0,4.0,4.0,4.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1
6464,33,Male,Christian,"Under £15,000",No,0,0,0,0,0,0,0,0,0,0,0,0,0,Greater London,Undergraduate or postgraduate degree,Working full-time,0,4,3.0,4.0,3.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0
6466,57,Male,Christian,"£35,000 to £44,999",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,East of England,"0-4 GCSE, O-levels, or equivalents",Looking after the home,0,1,3.0,3.0,3.0,2.0,4.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1
6467,18,Female,Christian,"£45,000 to £54,999",No,National television,0,0,0,0,0,Healthcare workers,0,Government websites,0,Family and friends,0,0,Northern Ireland,2+ A levels or equivalents,Working part-time,0,2,3.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,,1
6470,27,Female,Atheist or agnostic,"£25,000 to £34,999",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,0,0,0,0,0,West Midlands,2+ A levels or equivalents,Unable to work,0,1,4.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1
6471,33,Male,Christian,"£35,000 to £44,999",No,0,Satellite / international television channels,Radio,Newspapers,"Social media (Facebook, Twitter, etc)",0,0,0,0,0,0,0,0,East of England,Other,Working full-time,0,2,3.0,4.0,3.0,4.0,2.0,4.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,,1
6473,44,Female,Christian,"£55,000 to £64,999",Yes,0,0,0,0,0,0,0,0,0,0,0,0,Other (please specify),South West,Undergraduate or postgraduate degree,Working full-time,1,2,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,1.0,3.0,3.0,1.0,1.0,3.0,,1
6477,39,Male,Atheist or agnostic,"£35,000 to £44,999",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,Government websites,0,0,0,0,Scotland,Undergraduate or postgraduate degree,Working full-time,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1
6479,30,Female,Other,"£65,000 to £99,999",Yes,National television,0,Radio,0,"Social media (Facebook, Twitter, etc)",National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,The internet or search engines,0,0,0,East of England,Undergraduate or postgraduate degree,Working part-time,1,1,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1
6481,60,Female,Christian,"£25,000 to £34,999",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,0,0,Family and friends,"Work, school, or college",0,North West,Undergraduate or postgraduate degree,Working full-time,0,2,4.0,4.0,4.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,,1
6483,55,Male,Atheist or agnostic,"£45,000 to £54,999",No,0,0,Radio,0,0,0,0,0,0,0,0,0,0,South East,2+ A levels or equivalents,Retired,0,1,4.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1
6484,19,Male,Atheist or agnostic,"£35,000 to £44,999",Yes,National television,0,Radio,Newspapers,0,0,0,0,0,0,0,0,0,Greater London,Undergraduate or postgraduate degree,Working full-time,1,1,3.0,3.0,2.0,1.0,3.0,1.0,4.0,4.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,1
6488,43,Male,Atheist or agnostic,"£65,000 to £99,999",No,National television,0,0,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,0,0,Yorkshire and The Humber,Undergraduate or postgraduate degree,Working full-time,1,2,4.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,1
6489,61,Female,Christian,"Under £15,000",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,Government websites,0,0,0,0,North East,"0-4 GCSE, O-levels, or equivalents",Working part-time,1,4,4.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,0.0,0
6490,61,Female,Christian,"Under £15,000",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,0,0,0,0,0,Scotland,No academic qualifications,Unable to work,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1
6492,69,Female,Christian,"£25,000 to £34,999",Yes,National television,0,Radio,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,Government websites,0,0,0,0,Scotland,Undergraduate or postgraduate degree,Retired,0,1,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1
6494,50,Male,Other,"£15,000 to £24,999",No,National television,0,Radio,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,0,0,South West,2+ A levels or equivalents,Working part-time,1,1,4.0,4.0,4.0,4.0,4.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,1
6495,65,Male,Christian,"£25,000 to £34,999",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,Government websites,0,Family and friends,0,0,South East,Apprenticeship,Retired,0,1,4.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1
6497,60,Male,Christian,"£45,000 to £54,999",No,0,0,Radio,0,0,0,0,0,0,0,0,0,0,East Midlands,Undergraduate or postgraduate degree,Working full-time,0,2,4.0,3.0,4.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,,1
6498,29,Male,Christian,"£25,000 to £34,999",No,National television,Satellite / international television channels,0,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,0,0,Greater London,Undergraduate or postgraduate degree,Working full-time,1,1,4.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,1
6500,52,Female,Christian,"£65,000 to £99,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,South East,Undergraduate or postgraduate degree,Working part-time,0,4,4.0,1.0,1.0,3.0,3.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,0.0,0
6501,23,Male,Atheist or agnostic,"£15,000 to £24,999",No,National television,Satellite / international television channels,0,Newspapers,"Social media (Facebook, Twitter, etc)",0,0,0,Government websites,The internet or search engines,Family and friends,0,0,Yorkshire and The Humber,2+ A levels or equivalents,Unemployed,1,2,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,,1
6502,37,Male,Christian,"Under £15,000",Yes,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,South East,Undergraduate or postgraduate degree,Unable to work,1,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,1
6503,47,Male,Christian,"£45,000 to £54,999",No,National television,0,Radio,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,0,0,East of England,"5+ GCSE, O-levels, 1 A level, or equivalents",Working full-time,0,1,4.0,4.0,4.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1
6504,63,Male,Atheist or agnostic,"Over £100,000",No,National television,0,0,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,0,0,Greater London,Undergraduate or postgraduate degree,Working full-time,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1
6505,35,Male,Atheist or agnostic,"£45,000 to £54,999",Yes,National television,0,0,0,0,0,0,0,0,0,0,0,0,East Midlands,2+ A levels or equivalents,Working full-time,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1
6506,48,Male,Atheist or agnostic,"£15,000 to £24,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),0,0,0,0,0,North West,Undergraduate or postgraduate degree,Working full-time,0,1,4.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1
6507,44,Male,Christian,"Under £15,000",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,West Midlands,"0-4 GCSE, O-levels, or equivalents",Working full-time,0,1,4.0,4.0,3.0,4.0,4.0,2.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1
6508,57,Female,Christian,"Under £15,000",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),0,0,0,0,0,Northern Ireland,"5+ GCSE, O-levels, 1 A level, or equivalents",Retired,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1
6510,57,Male,Christian,"£25,000 to £34,999",No,National television,Satellite / international television channels,Radio,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,Scotland,Undergraduate or postgraduate degree,Working full-time,1,1,4.0,4.0,4.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,1
6512,48,Female,Christian,"£15,000 to £24,999",No,National television,0,Radio,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,North West,"5+ GCSE, O-levels, 1 A level, or equivalents",Looking after the home,1,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1
6513,45,Male,Atheist or agnostic,"£65,000 to £99,999",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,Government websites,0,0,0,0,Yorkshire and The Humber,2+ A levels or equivalents,Looking after the home,0,1,4.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1
6516,57,Male,Atheist or agnostic,"Under £15,000",No,National television,0,Radio,0,0,0,0,0,0,0,0,0,0,Yorkshire and The Humber,2+ A levels or equivalents,Retired,0,1,4.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1
6518,40,Male,Atheist or agnostic,"£25,000 to £34,999",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,East Midlands,Undergraduate or postgraduate degree,Working full-time,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1
6519,22,Female,Atheist or agnostic,"£65,000 to £99,999",No,0,0,0,0,0,0,0,0,0,0,0,0,0,East of England,Undergraduate or postgraduate degree,Working part-time,0,1,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
6520,60,Male,Christian,"£35,000 to £44,999",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,0,0,South East,Apprenticeship,Working full-time,0,1,3.0,3.0,3.0,4.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1
6522,23,Male,Christian,"£35,000 to £44,999",Yes,National television,0,0,0,"Social media (Facebook, Twitter, etc)",0,0,0,0,0,Family and friends,0,0,Greater London,Undergraduate or postgraduate degree,Working part-time,1,1,4.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1
6524,24,Female,Christian,"£15,000 to £24,999",Yes,National television,0,Radio,0,"Social media (Facebook, Twitter, etc)",National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,Government websites,0,0,0,0,North East,Apprenticeship,Working full-time,0,2,4.0,3.0,3.0,4.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,,1
6525,65,Male,Christian,"Under £15,000",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,Family and friends,0,0,East of England,Other,Working part-time,0,1,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1
6526,36,Male,Atheist or agnostic,"£65,000 to £99,999",No,0,0,0,0,0,0,0,0,0,0,0,0,0,South East,"5+ GCSE, O-levels, 1 A level, or equivalents",Working full-time,0,3,4.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,0
6528,29,Female,Atheist or agnostic,"£15,000 to £24,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,0,0,0,0,0,North East,Undergraduate or postgraduate degree,Student,1,3,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,,0
6529,49,Female,Atheist or agnostic,"Under £15,000",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),0,0,0,0,0,Yorkshire and The Humber,"0-4 GCSE, O-levels, or equivalents",Working part-time,1,2,3.0,3.0,3.0,4.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,1
6530,38,Male,Christian,"£65,000 to £99,999",No,National television,0,0,0,0,0,0,0,0,0,0,0,0,Yorkshire and The Humber,Undergraduate or postgraduate degree,Working full-time,1,1,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,1
6531,55,Male,Christian,"£35,000 to £44,999",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,Government websites,0,0,0,0,Greater London,"0-4 GCSE, O-levels, or equivalents",Looking after the home,1,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1
6535,30,Male,Other,"£45,000 to £54,999",Yes,0,0,Radio,Newspapers,"Social media (Facebook, Twitter, etc)",National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,Greater London,"5+ GCSE, O-levels, 1 A level, or equivalents",Working full-time,1,2,4.0,2.0,4.0,2.0,3.0,4.0,3.0,4.0,2.0,1.0,1.0,3.0,3.0,2.0,,1
6536,43,Male,Christian,"£55,000 to £64,999",No,National television,0,Radio,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,East Midlands,Apprenticeship,Working full-time,1,1,4.0,4.0,4.0,1.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1
6537,46,Female,Christian,"Under £15,000",No,National television,Satellite / international television channels,Radio,Newspapers,"Social media (Facebook, Twitter, etc)",National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),Government websites,The internet or search engines,Family and friends,"Work, school, or college",0,North West,"5+ GCSE, O-levels, 1 A level, or equivalents",Unemployed,1,2,4.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,,1
6538,23,Female,Atheist or agnostic,"£25,000 to £34,999",No,National television,Satellite / international television channels,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),0,0,0,0,0,South West,Apprenticeship,Working full-time,0,2,3.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,3.0,,1
6539,44,Male,Atheist or agnostic,"£15,000 to £24,999",Yes,National television,0,0,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,Wales,"0-4 GCSE, O-levels, or equivalents",Unemployed,0,1,4.0,4.0,4.0,4.0,3.0,4.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,1
6541,65,Female,Christian,"£65,000 to £99,999",No,National television,0,0,0,0,0,0,0,0,0,0,0,0,South East,"0-4 GCSE, O-levels, or equivalents",Working part-time,0,2,4.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,,1
6545,61,Male,Christian,"£35,000 to £44,999",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,West Midlands,Other,Retired,0,1,4.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1
6546,41,Male,Atheist or agnostic,"£45,000 to £54,999",No,0,0,0,0,"Social media (Facebook, Twitter, etc)",0,0,0,0,0,0,0,0,West Midlands,2+ A levels or equivalents,Working full-time,0,1,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1
6549,48,Female,Other,"£55,000 to £64,999",No,National television,0,Radio,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),0,0,0,0,0,Scotland,"5+ GCSE, O-levels, 1 A level, or equivalents",Working part-time,1,2,4.0,4.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,,1
6551,54,Female,Christian,"£45,000 to £54,999",No,National television,0,Radio,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,West Midlands,"5+ GCSE, O-levels, 1 A level, or equivalents",Working part-time,0,1,4.0,4.0,3.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1
6552,42,Female,Muslim,"£15,000 to £24,999",Yes,National television,0,0,0,"Social media (Facebook, Twitter, etc)",0,0,0,0,0,0,"Work, school, or college",0,East of England,Other,Working full-time,1,1,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1
6555,80,Male,Christian,"£15,000 to £24,999",Yes,National television,0,0,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,South East,"0-4 GCSE, O-levels, or equivalents",Retired,0,1,4.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,1
6558,20,Male,Christian,"£45,000 to £54,999",Yes,0,0,0,Newspapers,0,0,0,0,0,0,0,0,0,Greater London,"5+ GCSE, O-levels, 1 A level, or equivalents",Student,0,1,3.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1
6559,20,Female,Atheist or agnostic,"Under £15,000",Yes,National television,0,0,Newspapers,"Social media (Facebook, Twitter, etc)",0,0,0,0,0,0,0,0,North West,2+ A levels or equivalents,Working part-time,1,2,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,,1
6560,65,Male,Other,"Under £15,000",No,National television,0,0,Newspapers,0,0,0,0,Government websites,0,0,0,0,North East,Other,Working part-time,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1
6561,62,Male,Christian,"Under £15,000",Yes,National television,0,0,0,0,0,0,International health authorities (such as The World Health Organization),0,0,0,0,0,South West,"5+ GCSE, O-levels, 1 A level, or equivalents",Retired,0,2,4.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,,1
6562,31,Male,Atheist or agnostic,"£45,000 to £54,999",Yes,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),0,0,0,0,0,Greater London,Undergraduate or postgraduate degree,Working full-time,0,1,4.0,4.0,4.0,4.0,3.0,2.0,1.0,4.0,1.0,3.0,3.0,1.0,2.0,3.0,1.0,1
6564,79,Female,Christian,"£15,000 to £24,999",No,National television,0,Radio,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,East Midlands,Other,Retired,0,1,4.0,4.0,3.0,4.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1
